molecular_weight_kda,monomer_type,backbone_type,linkage_type,branching_category,source_kingdom,solubility_category,charge_character,sulfation_present,acetylation_present,is_heteropolymer,degree_of_polymerization_log,crystallinity_category,viscosity_category,known_medical_use,known_food_use,biodegradable,biocompatible,xcomplexity_norm,hb_acceptors,functional_category,data_source,citation_note
147.18,Glucose,Glucose,Beta-1-4,Linear,Plant,Insoluble,Neutral,0,0,0,3.925,High,Low,0,1,1,1,0.245,39,Structural,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.92,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.957,Low,Medium,1,1,1,1,0.376,39,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
107.0,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.28,Low,Medium,1,1,1,1,0.407,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.95,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.278,Low,Medium,1,1,1,1,0.406,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
105.3,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.212,Low,Medium,1,1,1,1,0.4,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
96.92,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.877,Low,Medium,1,1,1,1,0.368,38,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.28,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.931,Low,Medium,1,1,1,1,0.373,39,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
105.27,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.211,Low,Medium,1,1,1,1,0.4,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
97.25,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.89,Low,Medium,1,1,1,1,0.37,38,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
95.04,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.802,Low,Medium,1,1,1,1,0.361,38,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
100.85,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.034,Low,Medium,1,1,1,1,0.383,40,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.54,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.262,Low,Medium,1,1,1,1,0.405,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
102.94,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.118,Low,Medium,1,1,1,1,0.391,41,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
101.05,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,4.042,Low,Medium,1,1,1,1,0.384,40,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
93.96,Fucose,Fucose,Alpha-1-2,Moderate_Branched,Algae,Soluble,Anionic,1,1,1,3.758,Low,Medium,1,1,1,1,0.357,37,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
203.45,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.578,Amorphous,High,1,1,1,1,0.305,44,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
214.7,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.831,Amorphous,High,1,1,1,1,0.322,47,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
189.2,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.257,Amorphous,High,1,1,1,1,0.284,41,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
200.55,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.512,Amorphous,High,1,1,1,1,0.301,44,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
211.32,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.755,Amorphous,High,1,1,1,1,0.317,46,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
207.22,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.663,Amorphous,High,1,1,1,1,0.311,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
205.91,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.633,Amorphous,High,1,1,1,1,0.309,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
206.07,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.637,Amorphous,High,1,1,1,1,0.309,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
195.78,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.405,Amorphous,High,1,1,1,1,0.294,43,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
193.81,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.361,Amorphous,High,1,1,1,1,0.291,42,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
209.28,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.709,Amorphous,High,1,1,1,1,0.314,46,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
209.3,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.709,Amorphous,High,1,1,1,1,0.314,46,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
211.01,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.748,Amorphous,High,1,1,1,1,0.317,46,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
212.4,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.779,Amorphous,High,1,1,1,1,0.319,46,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
200.34,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.508,Amorphous,High,1,1,1,1,0.301,44,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
200.05,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.501,Amorphous,High,1,1,1,1,0.3,44,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
208.95,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.701,Amorphous,High,1,1,1,1,0.313,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
204.5,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.601,Amorphous,High,1,1,1,1,0.307,44,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
206.06,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.636,Amorphous,High,1,1,1,1,0.309,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
208.87,GlcA,GlcA,Beta-1-4,Linear,Algae,Soluble,Anionic,0,0,1,4.7,Amorphous,High,1,1,1,1,0.313,45,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.41,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.176,Amorphous,Low,1,0,1,1,0.233,31,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.83,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.927,Amorphous,Low,1,0,1,1,0.215,29,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.87,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.944,Amorphous,Low,1,0,1,1,0.216,29,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.57,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.817,Amorphous,Low,1,0,1,1,0.207,28,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.08,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.035,Amorphous,Low,1,0,1,1,0.223,30,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.51,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.791,Amorphous,Low,1,0,1,1,0.205,27,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.96,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.985,Amorphous,Low,1,0,1,1,0.219,29,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.04,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.019,Amorphous,Low,1,0,1,1,0.221,30,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.78,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.904,Amorphous,Low,1,0,1,1,0.213,29,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.1,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.041,Amorphous,Low,1,0,1,1,0.223,30,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.51,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.789,Amorphous,Low,1,0,1,1,0.205,27,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.51,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.792,Amorphous,Low,1,0,1,1,0.205,27,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.34,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.145,Amorphous,Low,1,0,1,1,0.231,31,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.85,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.937,Amorphous,Low,1,0,1,1,0.215,29,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.61,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.832,Amorphous,Low,1,0,1,1,0.208,28,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.02,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.01,Amorphous,Low,1,0,1,1,0.221,30,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.28,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.121,Amorphous,Low,1,0,1,1,0.229,31,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.7,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.872,Amorphous,Low,1,0,1,1,0.211,28,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
7.13,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,3.055,Amorphous,Low,1,0,1,1,0.224,30,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.56,Glucose,Glucose,Beta-1-3,Low_Branched,Algae,Soluble,Neutral,0,0,0,2.813,Amorphous,Low,1,0,1,1,0.206,28,Algal,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1865.5,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.664,Amorphous,Gel_forming,0,1,1,1,0.466,51,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2009.41,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.024,Amorphous,Gel_forming,0,1,1,1,0.502,55,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2012.19,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.03,Amorphous,Gel_forming,0,1,1,1,0.503,55,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2041.23,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.103,Amorphous,Gel_forming,0,1,1,1,0.51,56,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2067.83,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.17,Amorphous,Gel_forming,0,1,1,1,0.517,56,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2142.76,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.357,Amorphous,Gel_forming,0,1,1,1,0.536,58,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2004.89,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.012,Amorphous,Gel_forming,0,1,1,1,0.501,55,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1946.89,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.867,Amorphous,Gel_forming,0,1,1,1,0.487,53,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2088.56,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.221,Amorphous,Gel_forming,0,1,1,1,0.522,57,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1931.25,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.828,Amorphous,Gel_forming,0,1,1,1,0.483,53,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1981.69,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.954,Amorphous,Gel_forming,0,1,1,1,0.495,54,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1873.54,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.684,Amorphous,Gel_forming,0,1,1,1,0.468,51,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1857.61,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.644,Amorphous,Gel_forming,0,1,1,1,0.464,51,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2138.79,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.347,Amorphous,Gel_forming,0,1,1,1,0.535,58,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2100.79,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.252,Amorphous,Gel_forming,0,1,1,1,0.525,57,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
2058.79,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,5.147,Amorphous,Gel_forming,0,1,1,1,0.515,56,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1972.69,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.932,Amorphous,Gel_forming,0,1,1,1,0.493,54,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1901.99,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.755,Amorphous,Gel_forming,0,1,1,1,0.475,52,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1896.93,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.742,Amorphous,Gel_forming,0,1,1,1,0.474,52,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
1925.07,Glucose,Glucose,Beta-1-4,Moderate_Branched,Bacteria,Soluble,Anionic,0,1,1,4.813,Amorphous,Gel_forming,0,1,1,1,0.481,52,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
70.52,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.03,Amorphous,Low,1,0,1,1,0.181,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
72.25,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.129,Amorphous,Low,1,0,1,1,0.186,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
71.68,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.096,Amorphous,Low,1,0,1,1,0.184,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
67.69,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.868,Amorphous,Low,1,0,1,1,0.174,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
74.78,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.273,Amorphous,Low,1,0,1,1,0.192,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
72.5,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.143,Amorphous,Low,1,0,1,1,0.186,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
70.57,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.033,Amorphous,Low,1,0,1,1,0.181,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
71.17,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.067,Amorphous,Low,1,0,1,1,0.183,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
69.16,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.952,Amorphous,Low,1,0,1,1,0.178,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
67.35,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.849,Amorphous,Low,1,0,1,1,0.173,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
68.49,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.914,Amorphous,Low,1,0,1,1,0.176,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
72.71,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.155,Amorphous,Low,1,0,1,1,0.187,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
64.9,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.709,Amorphous,Low,1,0,1,1,0.167,25,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
65.97,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.77,Amorphous,Low,1,0,1,1,0.17,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
65.23,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.728,Amorphous,Low,1,0,1,1,0.168,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
65.18,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.724,Amorphous,Low,1,0,1,1,0.168,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
73.73,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.213,Amorphous,Low,1,0,1,1,0.19,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
72.14,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,4.122,Amorphous,Low,1,0,1,1,0.185,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
69.73,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.985,Amorphous,Low,1,0,1,1,0.179,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
65.78,Glucose,Glucose,Alpha-1-6,Moderate_Branched,Bacteria,Soluble,Neutral,0,0,0,3.759,Amorphous,Low,1,0,1,1,0.169,26,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
499.37,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.694,Amorphous,Gel_forming,0,1,1,1,0.35,45,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
498.01,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.681,Amorphous,Gel_forming,0,1,1,1,0.349,45,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
475.49,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.47,Amorphous,Gel_forming,0,1,1,1,0.333,43,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
495.04,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.653,Amorphous,Gel_forming,0,1,1,1,0.347,45,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
492.39,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.628,Amorphous,Gel_forming,0,1,1,1,0.345,45,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
508.69,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.782,Amorphous,Gel_forming,0,1,1,1,0.356,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
510.13,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.795,Amorphous,Gel_forming,0,1,1,1,0.357,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
465.9,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.379,Amorphous,Gel_forming,0,1,1,1,0.326,42,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
490.6,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.612,Amorphous,Gel_forming,0,1,1,1,0.343,45,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
509.44,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.789,Amorphous,Gel_forming,0,1,1,1,0.357,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
500.24,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.702,Amorphous,Gel_forming,0,1,1,1,0.35,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
526.74,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.951,Amorphous,Gel_forming,0,1,1,1,0.369,48,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
511.9,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.812,Amorphous,Gel_forming,0,1,1,1,0.358,47,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
474.72,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.462,Amorphous,Gel_forming,0,1,1,1,0.332,43,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
467.79,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.397,Amorphous,Gel_forming,0,1,1,1,0.327,43,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
510.68,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.8,Amorphous,Gel_forming,0,1,1,1,0.357,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
464.49,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.366,Amorphous,Gel_forming,0,1,1,1,0.325,42,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
506.43,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.76,Amorphous,Gel_forming,0,1,1,1,0.355,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
533.02,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,5.01,Amorphous,Gel_forming,0,1,1,1,0.373,49,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
505.66,Glucose,Glucose,Beta-1-4,Linear,Bacteria,Soluble,Anionic,0,1,1,4.753,Amorphous,Gel_forming,0,1,1,1,0.354,46,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
98.32,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.933,Amorphous,Medium,1,0,1,1,0.197,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
102.15,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.086,Amorphous,Medium,1,0,1,1,0.204,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
99.37,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,3.975,Amorphous,Medium,1,0,1,1,0.199,27,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
100.68,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.027,Amorphous,Medium,1,0,1,1,0.201,28,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
106.62,Fructose,Fructose,Beta-2-6,Highly_Branched,Bacteria,Soluble,Neutral,0,0,0,4.265,Amorphous,Medium,1,0,1,1,0.213,29,Bacterial,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
