name,category,source,monomer_unit,bond_type,molecular_weight_kda,solubility,biological_function,carbohydrate_class,subtype,example,monomer_backbone,degree_of_polymerization,reducing_end,branching_degree,crystallinity_percent,water_content_percent,viscosity_mPas,ph_stability_min,ph_stability_max,thermal_stability_celsius,bioactivity,ic50_ug_ml,minimum_inhibitory_concentration_ug_ml,in_vitro_tested,in_vivo_tested,mechanism,source_organism,food_application,food_function,food_sector,e_number,usage_concentration_percent,regulatory_status,medical_application,medical_field,delivery_system,biocompatibility,biodegradability,toxicity_category,clinical_stage,primary_monomer,secondary_monomer,glycosidic_linkage,molecular_formula_repeat,degree_of_acetylation,degree_of_sulfation,carbon_content_percent,hydrogen_content_percent,oxygen_content_percent,scientific_name,common_name,plant_part,yield_percent,extraction_method,geographic_origin,id,pdb_like_id,helix_type,repeat_unit_length_angstrom,chain_conformation,glycosidic_angle_phi,glycosidic_angle_psi,branch_points_per_100_residues,drug_class,administration_route,half_life_hours,bioavailability_percent,plasma_protein_binding_percent,volume_of_distribution_L_kg,clearance_ml_min_kg,ld50_mg_kg,adverse_effects
Inulin,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Prebiotic therapy,Tissue engineering,Nanoparticle,Moderate,Non-degradable,Non-toxic,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antiviral coating,Drug delivery,Nanoparticle,Excellent,Non-degradable,Moderate toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Orthopedics,Microencapsulation,Good,Non-degradable,Low toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Blood thinner,Wound care,Tablet matrix,Good,Non-degradable,Low toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Obesity/Diabetes aid,Oncology,Microencapsulation,Moderate,Non-degradable,Low toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antiviral,Diabetology,Hydrogel,Good,Non-degradable,Non-toxic,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antiviral,Ophthalmology,Hydrogel,Excellent,Non-degradable,Low toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Dermal filler,Tissue engineering,Tablet matrix,Good,Partially,Non-toxic,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antitumor,Orthopedics,Microencapsulation,Good,Non-degradable,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Cholesterol reduction,Diabetology,Tablet matrix,Good,Fully,Low toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Obesity/Diabetes aid,Immunology,Microencapsulation,Good,Fully,Non-toxic,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Oncology,Tablet matrix,Good,Partially,Moderate toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Cardiology,Film,Moderate,Non-degradable,Low toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Levan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Prebiotic,Ophthalmology,Injectable,Excellent,Non-degradable,Non-toxic,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antitumor,Diabetology,Nanoparticle,Moderate,Non-degradable,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug delivery,Drug delivery,Tablet matrix,Excellent,Fully,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Cardiology,Microencapsulation,Excellent,Non-degradable,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose Sulfate,Structural,Plants (Modified),Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antiviral coating,Diabetology,Hydrogel,Excellent,Partially,Low toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Dermal filler,Immunology,Injectable,Excellent,Partially,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Hypoglycemia treatment,Oncology,Hydrogel,Moderate,Partially,Low toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Immunology,Hydrogel,Excellent,Partially,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antitumor,Drug delivery,Hydrogel,Excellent,Partially,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug delivery,Oncology,Injectable,Moderate,Partially,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Carrageenan,Algal,Red Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antiviral,Cardiology,Film,Good,Non-degradable,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Welan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug suspension,Diabetology,Injectable,Excellent,Partially,Low toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Tissue engineering,Injectable,Excellent,Partially,Low toxicity,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Anticoagulant/Antitumor,Immunology,Film,Excellent,Fully,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Obesity/Diabetes aid,Cardiology,Injectable,Excellent,Partially,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Heparin,Bioactive,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Blood thinner,Ophthalmology,Film,Excellent,Partially,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Anticoagulant/Antitumor,Cardiology,Film,Moderate,Partially,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound healing gel,Orthopedics,Injectable,Good,Partially,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immune stimulant,Orthopedics,Tablet matrix,Excellent,Fully,Non-toxic,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Oncology,Hydrogel,Good,Non-degradable,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Wound care,Tablet matrix,Moderate,Partially,Low toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Orthopedics,Hydrogel,Moderate,Non-degradable,Non-toxic,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
